Art-Son,Art-Alb,Art-Gen,Art-Pri,Art-Cop,Art-Tim,Art-Rel
2.732865810394287,3.014918327331543,6.875583648681641,3.303084135055542,6.4065093994140625,2.6127142906188965,6.738750457763672
2.7395074367523193,4.9253764152526855,7.041855812072754,5.403479099273682,6.490133762359619,2.5942866802215576,6.922059535980225
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.478789210319519,1.81365168094635,2.6328279972076416,1.929472804069519,2.609988212585449,1.504597783088684,2.746948719024658
5.704792499542236,6.967129230499268,8.69035816192627,8.062299728393555,8.089824676513672,5.453486442565918,8.698286056518555
2.6429409980773926,2.983269691467285,6.642508029937744,3.369729518890381,6.061118125915527,2.5406463146209717,6.466361999511719
0.8713973164558411,1.1310441493988037,1.716042160987854,1.1104967594146729,1.744126558303833,0.8245691657066345,1.8008558750152588
2.1300644874572754,2.5732815265655518,5.513726234436035,2.8204338550567627,5.422091484069824,2.0735037326812744,5.576208114624023
4.670709609985352,6.031757354736328,7.9888715744018555,6.859599590301514,7.287844657897949,4.225456714630127,7.880982875823975
4.651366233825684,5.989401340484619,8.198624610900879,7.132782936096191,7.4525465965271,4.338325023651123,8.061569213867188
2.867720603942871,4.750907897949219,7.468167781829834,5.3316826820373535,6.765524387359619,2.705070734024048,7.303516387939453
1.2106858491897583,1.5508618354797363,2.254411220550537,1.5603363513946533,2.217580556869507,1.1379565000534058,2.2931036949157715
2.4799387454986572,2.801896095275879,6.544052600860596,3.1709342002868652,5.898332595825195,2.3089487552642822,6.388437271118164
0.9741014242172241,1.2474339008331299,1.8482621908187866,1.2260797023773193,1.8670225143432617,0.908290445804596,1.9030941724777222
7.208197593688965,7.801103591918945,8.841960906982422,8.343287467956543,8.508604049682617,7.068888187408447,8.911203384399414
1.0358258485794067,1.3012884855270386,1.870975375175476,1.266298532485962,1.90984308719635,0.9669303297996521,1.9286904335021973
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6054692268371582,1.957047462463379,2.741920232772827,2.038651943206787,2.702349901199341,1.5782676935195923,2.8173341751098633
1.627077579498291,1.9779834747314453,2.8600780963897705,2.02575421333313,2.6594655513763428,1.476164698600769,2.8088059425354004
3.1089015007019043,5.197375774383545,7.116334915161133,5.5743842124938965,6.767662525177002,3.0108094215393066,6.922796249389648
1.2934974431991577,1.6067217588424683,2.2415573596954346,1.5731767416000366,2.2189645767211914,1.188913345336914,2.247551918029785
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6186693906784058,1.957718014717102,2.7730443477630615,2.097902774810791,2.724748373031616,1.644185185432434,2.870469570159912
1.2762572765350342,1.6298450231552124,2.3228209018707275,1.5859816074371338,2.2486135959625244,1.1592739820480347,2.3142144680023193
1.669192910194397,2.1025941371917725,3.096679925918579,2.203598737716675,2.8974146842956543,1.595046877861023,3.106691598892212
1.8565484285354614,2.201505422592163,3.0986790657043457,2.3723065853118896,2.98342227935791,1.8512990474700928,3.156740427017212
5.026169776916504,6.217169284820557,8.266368865966797,7.072939395904541,7.52644157409668,4.54124116897583,8.206070899963379
2.4691267013549805,2.6818175315856934,3.332341432571411,2.7986223697662354,3.1655261516571045,2.2906205654144287,3.2698543071746826
1.4137297868728638,1.737929344177246,2.512500524520874,1.781345009803772,2.436908721923828,1.3378841876983643,2.554767370223999
4.193286418914795,5.364203929901123,7.321009635925293,5.916060447692871,6.730773448944092,3.945327043533325,7.2157368659973145
0.988525927066803,1.2669366598129272,1.851198434829712,1.2374550104141235,1.8719301223754883,0.9175565242767334,1.9002248048782349
1.272881031036377,1.5638823509216309,2.3445794582366943,1.6199778318405151,2.3448681831359863,1.2684898376464844,2.4458529949188232
1.5723861455917358,1.9759098291397095,2.888683795928955,2.0176727771759033,2.7289133071899414,1.481650948524475,2.90986967086792
1.2021809816360474,1.562117099761963,2.361544609069824,1.4991059303283691,2.2302119731903076,1.0706068277359009,2.335003137588501
1.8878220319747925,2.2370262145996094,3.1497626304626465,2.4261584281921387,3.037379026412964,1.890071153640747,3.2072694301605225
5.033544063568115,6.069164752960205,8.23033332824707,7.172521114349365,7.724377632141113,5.121893882751465,8.270788192749023
1.1237226724624634,1.4445165395736694,2.3254952430725098,1.3972903490066528,2.2507998943328857,1.0428357124328613,2.3743371963500977
2.4417319297790527,2.710383892059326,3.4674785137176514,2.9411399364471436,3.219919204711914,2.2811872959136963,3.4051096439361572
2.8464338779449463,4.6301655769348145,7.04840612411499,5.072506904602051,6.451451778411865,2.727632761001587,6.924988746643066
1.2736725807189941,1.5716872215270996,2.224984645843506,1.578531265258789,2.2451374530792236,1.2213373184204102,2.2849292755126953
4.698941707611084,5.643467903137207,7.343128204345703,6.164027690887451,6.873491287231445,4.316015243530273,7.264387130737305
1.1889747381210327,1.4803754091262817,2.2793116569519043,1.5682666301727295,2.3045897483825684,1.200926423072815,2.4109857082366943
3.7990291118621826,4.5697736740112305,7.416552543640137,4.966428756713867,6.8217244148254395,3.576446056365967,7.341566562652588
1.293594241142273,1.6576389074325562,2.517929792404175,1.6456878185272217,2.4311161041259766,1.2132550477981567,2.5618178844451904
0.9517300128936768,1.2017920017242432,1.872681736946106,1.2339503765106201,1.9354242086410522,0.9397712349891663,1.9992133378982544
