,distance
320,1.2171006202697754
321,0.8323349356651306
322,1.3553141355514526
323,1.2171006202697754
324,1.0144015550613403
325,0.7060983180999756
326,5.557827949523926
327,0.6098241806030273
328,0.9649882316589355
329,1.549281120300293
330,3.144815444946289
331,1.8383815288543701
332,0.4180431067943573
333,1.5668283700942993
334,0.5082827806472778
335,0.3089792728424072
336,1.6834149360656738
337,3.477358818054199
338,1.1241973638534546
339,0.21199800074100494
340,0.3110041618347168
341,0.5910065770149231
342,3.0883657932281494
343,3.1441750526428223
344,3.4289817810058594
345,1.3709455728530884
346,0.4436285197734833
347,0.34488645195961
348,1.2315459251403809
349,1.1723483800888062
350,1.154561996459961
351,0.9086423516273499
352,0.9768790602684021
353,0.6011683940887451
354,3.158783197402954
355,0.957890510559082
356,0.3181213140487671
357,0.2889856696128845
358,1.626145362854004
359,2.2974698543548584
360,3.6553452014923096
361,0.9382573366165161
362,1.3578009605407715
363,3.1418635845184326
364,0.4614375829696655
365,4.01121711730957
366,1.5096964836120605
367,0.15574799478054047
368,0.5371248722076416
369,1.8078855276107788
370,0.36081066727638245
371,0.43408504128456116
372,3.8632116317749023
373,0.5310013294219971
374,3.1441750526428223
375,1.3337047100067139
376,0.9182092547416687
377,3.167435646057129
378,1.64039945602417
379,1.8643741607666016
380,1.1034455299377441
381,0.42794936895370483
382,0.3623197376728058
383,1.0487788915634155
384,1.9543225765228271
385,1.3309826850891113
386,0.9114155173301697
387,3.117621421813965
388,1.0277851819992065
389,4.30483865737915
390,4.2419657707214355
391,0.9382573366165161
392,4.130443096160889
393,0.36823219060897827
394,3.6405346393585205
395,0.9869070053100586
396,3.6553452014923096
397,1.493912935256958
398,1.3856509923934937
399,3.1843929290771484
400,0.14209675788879395
401,5.018023490905762
402,0.9768790602684021
403,1.1614121198654175
404,1.3309826850891113
405,1.1829053163528442
406,1.736751914024353
